figure,analysis,group,term,estimate,ci_lo,ci_hi,p,p_adj,n,ci_level,seed
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(-0.3, -0.2]",0.04493055555555556,0.015138888888888893,0.07375868055555554,0.0007444563819659228,0.0010236275252031438,144.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(-0.2, -0.1]",0.05478623566214807,0.043877215849843595,0.06568561001042754,4.251129112658453e-28,9.352484047848597e-28,959.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(-0.1, -1.11e-16]",0.04466099330357143,0.04088766043526786,0.04844248744419643,1.8441665727012744e-146,1.0142916149857009e-145,7168.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(-1.11e-16, 0.1]",0.06711535389039783,0.06337601853331204,0.07086986739095702,1.7288065537710885e-301,1.9016872091481975e-300,12518.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(0.1, 0.2]",0.08628266033254156,0.0784190617577197,0.09415492874109263,4.933512642537721e-126,1.8089546355971642e-125,4210.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(0.2, 0.3]",0.08373446327683616,0.07109703389830509,0.09645861581920903,1.4508451465141651e-47,3.989824152913954e-47,1770.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(0.3, 0.4]",0.058318777292576424,0.041143013100436686,0.07451091703056768,8.108443131010491e-26,1.4865479073519233e-25,916.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(0.4, 0.5]",0.03656164383561644,0.019968835616438356,0.05240308219178082,8.325660727351835e-13,1.3083181142981454e-12,730.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(0.5, 0.6]",-0.0009274193548387125,-0.016492439516129036,0.014539818548387096,0.07419593972678769,0.09068392633274051,496.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(0.6, 0.7]",-0.031909547738693464,-0.04666017587939699,-0.01607977386934674,0.09587397919992334,0.10546137711991568,398.0,95.0,0
fig3c,paired Δ mean test Pearson (no filter − θ=0.5),LINCS,"(0.7, 0.8]",-0.026167664670658678,-0.05227844311377246,-0.0037709580838323387,0.2024369594329818,0.20243695943298182,167.0,95.0,0
fig3d,Spearman ρ with bootstrap CI,Tahoe,test Pearson vs mean sequencing depth (UMIs),0.9478492136910268,0.8821535644113054,0.9780062373536549,5.6041213371201804e-24,,47.0,95.0,0
fig3d,best depth→accuracy curve (highest adjusted R²),Tahoe,Michaelis–Menten: y = c + a·x/(k+x),0.9487293602880994,,,,,47.0,95.0,0
fig4ab,"Friedman test across references, blocked by target cell line",Tahoe,chi2,111.0545454545454,,,6.506976401554734e-24,,44.0,95.0,0
fig4ab,Kendall's W (effect size),Tahoe,kendall_W,0.8413223140495864,,,,,44.0,95.0,0
fig4ab,median test-Pearson spread across references,Tahoe,median_spread,0.02827754130293636,,,,,44.0,95.0,0
fig4ab,"Friedman test across references, blocked by target cell line",LINCS,chi2,61.56363636363664,,,4.2817984507073104e-14,,179.0,95.0,0
fig4ab,Kendall's W (effect size),LINCS,kendall_W,0.17196546470289564,,,,,179.0,95.0,0
fig4ab,median test-Pearson spread across references,LINCS,median_spread,0.0198814814814815,,,,,179.0,95.0,0
fig4c,Spearman ρ with bootstrap CI,Tahoe,test Pearson vs reference–target Δ-profile similarity,0.793196286832729,0.7209564186416908,0.846957516202522,6.31220567144844e-42,,188.0,95.0,0
fig4d,"best-by-val run, mean test Pearson",LINCS,Average of replicates,0.17787468734367182,0.1670354462255109,0.19788425386211503,,,,95.0,0
fig4d,"best-by-val run, mean test Pearson",LINCS,Single draw (default),0.1514727363681841,0.14110438303637204,0.17155653082984665,,,,95.0,0
fig4d,"best-by-val run, mean test Pearson",LINCS,Resample each epoch,0.1556703351675838,0.14513282522250948,0.1769858644214313,,,,95.0,0
fig4d,paired delta test Pearson (shared test split),LINCS,Average of replicates - Single draw (default),0.02640195097548775,0.024649018259129563,0.028168871935967985,8.947352943888152e-224,,39980.0,95.0,0
fig4d,paired delta test Pearson (shared test split),LINCS,Resample each epoch - Single draw (default),0.0041975987993997,0.002763162831415708,0.005650081290645322,0.00021698175675955006,,39980.0,95.0,0
fig4d,paired delta test Pearson (shared test split),LINCS,Average of replicates - Resample each epoch,0.02220435217608805,0.020719666083041523,0.02375278889444722,5.568632817917931e-223,,39980.0,95.0,0
fig4e,pathway NES Spearman correlation with measured C32,all,BioPert prediction,0.8753856415370749,,,,,1227.0,95.0,0
fig4e,mean absolute pathway NES error vs measured C32,all,BioPert prediction,0.3518649952764069,,,,,1227.0,95.0,0
fig4e,pathway NES Spearman correlation with measured C32,all,A549 reference,0.3749778079464837,,,,,1227.0,95.0,0
fig4e,mean absolute pathway NES error vs measured C32,all,A549 reference,0.8367228213870884,,,,,1227.0,95.0,0
fig4e,pathway NES Spearman correlation with measured C32,hallmark,BioPert prediction,0.8998319327731091,,,,,50.0,95.0,0
fig4e,mean absolute pathway NES error vs measured C32,hallmark,BioPert prediction,0.3169004652290273,,,,,50.0,95.0,0
fig4e,pathway NES Spearman correlation with measured C32,hallmark,A549 reference,0.5181752701080432,,,,,50.0,95.0,0
fig4e,mean absolute pathway NES error vs measured C32,hallmark,A549 reference,0.8765793984438729,,,,,50.0,95.0,0
fig4e,pathway NES Spearman correlation with measured C32,reactome,BioPert prediction,0.8738368170032575,,,,,1177.0,95.0,0
fig4e,mean absolute pathway NES error vs measured C32,reactome,BioPert prediction,0.3533503194075615,,,,,1177.0,95.0,0
fig4e,pathway NES Spearman correlation with measured C32,reactome,A549 reference,0.36758564628038587,,,,,1177.0,95.0,0
fig4e,mean absolute pathway NES error vs measured C32,reactome,A549 reference,0.8350296787763499,,,,,1177.0,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,DUSP6 · prediction,-0.9688882999992274,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,DUSP6 · reference,-0.3422824699993426,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,DUSP6 · target,-0.9663840499990736,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV1 · prediction,-0.8326880299993088,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV1 · reference,-0.0311163329994118,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV1 · target,-1.0353618999991712,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV4 · prediction,-0.3801689399993093,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV4 · reference,-0.1673815099994123,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV4 · target,-0.3823312999991717,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV5 · prediction,-0.5796312999993095,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV5 · reference,-0.2588463999994124,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,ETV5 · target,-0.618227199999172,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRY2 · prediction,-0.2381120900009374,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRY2 · reference,-0.0421049260007976,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRY2 · target,-0.3018121000011242,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRY4 · prediction,-0.7446583500009377,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRY4 · reference,-0.1469501600007978,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRY4 · target,-0.8698607700011245,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRED1 · prediction,-0.7979947000009345,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRED1 · reference,-0.4020733800007952,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRED1 · target,-1.020043100001121,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRED2 · prediction,-0.8482016300009348,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRED2 · reference,-0.4494523400007953,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),ERK-output genes,SPRED2 · target,-1.0127252000011209,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,MITF · prediction,0.2860459700000064,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,MITF · reference,0.0780959100000054,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,MITF · target,0.5377371300000078,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,DCT · prediction,0.7207414000008608,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,DCT · reference,0.0014783507007324,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,DCT · target,0.7246163000010323,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,TYR · prediction,0.2384665299987629,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,TYR · reference,0.0037123916989473,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,TYR · target,0.2440897799985164,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,MLANA · prediction,0.2619031400000042,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,MLANA · reference,0.0182131500000036,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,MLANA · target,0.1443428100000051,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,TYRP1 · prediction,0.0228450689987624,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,TYRP1 · reference,-1.0530487238866396e-12,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,TYRP1 · target,0.0632918849985159,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,PPARGC1A · prediction,0.283118869999548,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,PPARGC1A · reference,0.0582050599996154,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,PPARGC1A · target,0.378304329999458,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,GLUD1 · prediction,1.2922901000005118,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,GLUD1 · reference,-0.0022918581995645,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,GLUD1 · target,1.4919289000006135,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,IDH1 · prediction,0.2145152000003434,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,IDH1 · reference,0.1001653100002922,,,,,,95.0,0
fig4f,signed GSEA ranking score (treated - DMSO),Melanocytic / MITF–PGC-1α,IDH1 · target,0.3157320000004118,,,,,,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Absolute profiles,cell_line,75.2219641879015,64.01674312533419,84.9426149688288,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Absolute profiles,plate,2.44731688786736,1.106775280007085,5.203429863990995,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Absolute profiles,drug,4.17635052283486,2.18629908714289,6.43953026617944,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Absolute profiles,dose,0.05039092829840365,0.00621812495940075,0.152578211291152,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Absolute profiles,residual,14.96139452047065,9.647725548390124,22.62102096409765,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Absolute profiles,cell_line,53.26800940377905,41.70013937914322,65.65064701038253,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Absolute profiles,plate,15.74651486622875,10.921880694667426,21.34458774132735,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Absolute profiles,drug,1.1572070929636151,0.6268126290135829,1.9272305005900225,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Absolute profiles,dose,0.14507389046409752,0.033465802462223325,0.552425130969903,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Absolute profiles,time,5.05074050002961,1.6837461553661601,12.047413213391449,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Absolute profiles,residual,15.79937120562245,9.931493830564694,24.4058615587054,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Δ profiles,cell_line,3.612850512299725,2.5386532001964777,5.3497432500694275,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Δ profiles,plate,5.52066134660073,3.142234190846075,8.934354467716616,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Δ profiles,drug,16.3430178689538,11.177885256145,22.88054412729855,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Δ profiles,dose,0.1970566497480275,6.709267615711494e-07,0.6317568650164209,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),Tahoe · Δ profiles,residual,71.3736880950364,63.0951276574311,79.13993457454292,,,964.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Δ profiles,cell_line,0.7736448893243625,0.20372227844260726,1.351589069484835,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Δ profiles,plate,11.6808966879785,9.373586018103104,14.125734167680525,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Δ profiles,drug,5.5171425296573755,3.12304085446334,8.54224449252404,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Δ profiles,dose,0.1900592988106775,0.036886713744224524,0.754381697535245,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Δ profiles,time,0.398061978389265,0.0,12.555587200105625,,,978.0,95.0,0
figS_variance_partition_full,median per-gene variance component (IQR),LINCS · Δ profiles,residual,74.19532757441334,63.1717538171416,81.2820550348809,,,978.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),Tahoe,Untreated · Intra-plate,0.994179125,0.9917196375,0.9957271624999999,,,666.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),Tahoe,Untreated · Inter-plate,0.98247935,0.973892765,0.9888627625,,,17304.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),Tahoe,Treated · Intra-plate,0.985012505,0.975393475,0.9906388,,,376.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),Tahoe,Treated · Inter-plate,0.983353,0.9763952725,0.9888434374999999,,,12768.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),LINCS,Untreated · Intra-plate,0.9399157,0.91495854,0.9602693,,,540425.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),LINCS,Untreated · Inter-plate,0.9181376,0.866731855,0.9501873999999999,,,39743.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),LINCS,Treated · Intra-plate,0.9233390100000001,0.8982911175,0.9438316824999999,,,114970.0,95.0,0
figS_absolute_reproducibility_grid,median absolute-profile replicate Pearson (IQR),LINCS,Treated · Inter-plate,0.9039696,0.8564039,0.93470925,,,1603752.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,Random,-0.05375428177394216,-0.08086005915288426,-0.02771445652951471,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,Random,-0.016945173628133386,-0.02956318908854583,-0.003422031184948568,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,UniMolv2-570M,0.022398148335744966,-0.007274348777088578,0.04881856356274418,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,UniMolv2-570M,-0.027395190867030968,-0.040935584945994564,-0.013455352967616744,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,UniMolv2-1.1B,0.04803865036678559,0.025295384305130515,0.07071854911584163,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,UniMolv2-1.1B,-0.050623347903675765,-0.06498806009014094,-0.037294817674977276,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,UniMolv2-84M,0.016992879941209387,-0.012265919315039677,0.04766975700171512,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,UniMolv2-84M,-0.051555684576858336,-0.06470870114220423,-0.03774124462304025,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,ChemBERTa-100M-MLM,0.11998730945214199,0.0915827728725569,0.14508875985577407,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,ChemBERTa-100M-MLM,-0.05239143850873866,-0.06712608159881293,-0.0363278704360045,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,UniMolv2-310M,0.05263767629287703,0.02927781525127362,0.07620603193151836,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,UniMolv2-310M,-0.05891178065501847,-0.07209941729283101,-0.04354454068113525,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,UniMolv1-84M,0.1888304732393027,0.1612916168918531,0.2151844624737973,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,UniMolv1-84M,-0.06265776899315284,-0.07605870483664198,-0.04828260380220336,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,ChemBERTa-5M-MLM,0.039279396341588994,0.013040140044987155,0.06740434231367158,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,ChemBERTa-5M-MLM,-0.07014076354128607,-0.08442882215409514,-0.054884417453917096,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,UniMolv2-164M,0.00870500214642942,-0.01672970540972948,0.03779570141554886,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,UniMolv2-164M,-0.07713500334264792,-0.0899694314653822,-0.06376778045342604,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,RDKit path,0.10425297060898528,0.07854264072955293,0.13084519536216144,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,RDKit path,-0.13613977491716425,-0.1524820442283605,-0.11990981102162018,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,MACCS,-0.02421281677801334,-0.0508295827269312,0.0034936666891435507,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,MACCS,-0.16044963326604839,-0.17656666003785534,-0.14312685253882187,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,ChemBERTa-77M-MLM,0.01567085993759505,-0.010300435672151005,0.04091963732977546,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,ChemBERTa-77M-MLM,-0.17096679623141992,-0.18548648357626665,-0.15645496671788908,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,MolGen-large,0.047292558559566884,0.01833569042163132,0.07505551563824962,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,MolGen-large,-0.18647655952173556,-0.20006071276235157,-0.17389237178141295,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,MoLFormer-XL,0.14834934316141585,0.12368683606701707,0.1741804673789506,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,MoLFormer-XL,-0.18869125965374509,-0.20346347480146193,-0.1754293326378703,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,Atom pair,0.14288732695217815,0.11325008111941429,0.1707708383899096,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,Atom pair,-0.20002676217795515,-0.21610942374715414,-0.18338276092092978,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,bert-base-smiles,0.10042765275259005,0.07487904081316435,0.12728136790889363,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,bert-base-smiles,-0.20716601670917248,-0.22109275644741566,-0.19279376721241137,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,CheMeleon,0.032404123100785436,0.0053818220394654375,0.057274364320411546,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,CheMeleon,-0.23904504127697168,-0.25338673889002356,-0.22326433087009964,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,ChemBERTa-5M-MTR,0.11134343396290092,0.0845261260829934,0.1376012361606406,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,ChemBERTa-5M-MTR,-0.2593294453077804,-0.27460432821533504,-0.2441418741253538,,,20016.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,Tahoe,ECFP6,0.03225373520907426,-0.0076194993489612775,0.0771983968596072,,,5102.0,95.0,0
figS_sar_full,Pearson correlation of chemical distance with Δ-profile similarity,LINCS,ECFP6,-0.2760410650338123,-0.28840487386886293,-0.2637412249331576,,,20016.0,95.0,0
