collection,pathway,target_nes,target_fdr_q,prediction_nes,prediction_fdr_q,reference_nes,reference_fdr_q,target_fdr_class
reactome,Inflammasomes R-HSA-622312,1.002582511448918,1.0,1.2564285780924254,1.0,-0.9450833745471484,0.7627608211248975,q > 0.25
reactome,TP53 Regulates Metabolic Genes R-HSA-5628897,1.0009881486763297,1.0,1.3038221305276223,1.0,1.0975966414667069,0.7571220378832605,q > 0.25
reactome,Apoptotic Execution Phase R-HSA-75153,-1.0007092859248434,0.6890005455504827,0.976526780876865,1.0,0.8649530140984161,0.9382227500160308,q > 0.25
reactome,CD28 Co-Stimulation R-HSA-389356,-1.0002063961698453,0.6890839998440716,-1.2789025098386415,0.5173237877730829,0.7847917336708116,0.973548671537726,q > 0.25
reactome,Regulation Of MECP2 Expression And Activity R-HSA-9022692,0.999459784588273,1.0,1.1135527082783716,1.0,-1.4161874672314196,0.3308977558424393,q > 0.25
reactome,Ovarian Tumor Domain Proteases R-HSA-5689896,-0.999023560970792,0.6908241134794889,-0.7806060205732713,0.9276210710697246,1.2059227654712328,0.6498341343041248,q > 0.25
reactome,Nucleotide Excision Repair R-HSA-5696398,-0.99888812671975,0.6899587269030008,-0.9150760261399676,0.8832117150807551,-1.1829403584294582,0.5879953876956305,q > 0.25
reactome,Costimulation By CD28 Family R-HSA-388841,-0.9963899656278856,0.695203651699325,-1.043880964567933,0.7692474742377862,-0.911678001906888,0.8057094964249863,q > 0.25
reactome,Phase I - Functionalization Of Compounds R-HSA-211945,0.9956530334132248,1.0,1.2042998736670945,1.0,1.0894096893377754,0.7506267368318864,q > 0.25
reactome,Assembly Of ORC Complex At Origin Of Replication R-HSA-68616,0.9950313165935672,1.0,0.9552398016919484,1.0,-0.8865596300511065,0.8277729849809259,q > 0.25
reactome,RAC2 GTPase Cycle R-HSA-9013404,-0.9946933504570932,0.6983600945251839,-1.0405694709838298,0.7735293426328871,-1.2821759358740854,0.4787645796148337,q > 0.25
reactome,Visual Phototransduction R-HSA-2187338,-0.9935387816737374,0.7001210404789089,-0.9794302168528032,0.8320072302103095,1.0236102755565704,0.832895494523689,q > 0.25
reactome,GPCR Ligand Binding R-HSA-500792,-0.992872329670668,0.7006401589627603,-0.9494762290316096,0.8562157890514887,0.8792577655555018,0.9225290244308229,q > 0.25
reactome,Zinc Transporters R-HSA-435354,0.992597186904529,1.0,0.9287383301148704,1.0,1.3201894752502323,0.4904915330672009,q > 0.25
reactome,RNA Polymerase I Transcription Initiation R-HSA-73762,0.9924631036747652,1.0,1.071630108512361,1.0,-1.212101836902227,0.5559166371195513,q > 0.25
reactome,"Sensory Perception Of Sweet, Bitter, And Umami (Glutamate) Taste R-HSA-9717207",-0.9923604456205398,0.7007309757811312,-1.2181295991399932,0.5832955284392317,-0.9828834565457684,0.7371101173035952,q > 0.25
reactome,Effects Of PIP2 Hydrolysis R-HSA-114508,-0.9920801419798256,0.7002340609236579,-1.0449913673899025,0.7737810761870849,-0.892635735886819,0.8194451441051377,q > 0.25
reactome,Defective CFTR Causes Cystic Fibrosis R-HSA-5678895,-0.991907192819601,0.699440480426154,-0.8183706211634847,0.9194629216092,-1.0379414333393753,0.7027446520846145,q > 0.25
reactome,Death Receptor Signaling R-HSA-73887,0.9904902325503168,1.0,1.0673663746597273,1.0,-1.1668057805090493,0.5971958036940782,q > 0.25
reactome,Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,-0.9879347358642472,0.7084642504455483,-0.8127265412870319,0.9195250609171494,-0.9544153088650086,0.7569079802479375,q > 0.25
reactome,PKA-mediated Phosphorylation Of CREB R-HSA-111931,0.986340909837382,1.0,0.9350115906527564,1.0,-0.9638288113390632,0.7480205495289065,q > 0.25
reactome,DAG And IP3 Signaling R-HSA-1489509,-0.9860206835472904,0.7121935076288991,-0.9125265435648172,0.8835543857264372,-0.8582455731054615,0.8626290861155664,q > 0.25
reactome,Rab Regulation Of Trafficking R-HSA-9007101,0.9859608376692468,1.0,0.8746962757295307,1.0,-1.2191903119915068,0.5549356114773428,q > 0.25
reactome,NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,0.984183618709741,1.0,1.169132095667966,1.0,-1.1955885693946977,0.566771253549881,q > 0.25
reactome,mRNA Splicing - Minor Pathway R-HSA-72165,-0.983970467225914,0.7162189168094513,-0.7062683854936154,0.9685693586143712,-1.3844577707562291,0.385538867667349,q > 0.25
reactome,Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,-0.9837623982077704,0.7155438918021717,-1.047000300124287,0.7695865134629893,0.9826913794536088,0.856992655026315,q > 0.25
reactome,JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,0.9825250513577628,1.0,0.6547195334433812,0.999812091448924,-1.2589048463202963,0.5060568284886855,q > 0.25
reactome,N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576,-0.9825196965892448,0.7175833936749066,-1.0701490526574984,0.7369067089751713,1.3140354561682408,0.4959958143507758,q > 0.25
reactome,HDACs Deacetylate Histones R-HSA-3214815,0.9824378383763936,1.0,0.9301109029790624,1.0,-0.7161623485126088,0.9767575187927174,q > 0.25
